Issuer,Currency,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask,Source URL,Scrape Date,ISIN,Issue Date
"Canada, Government of...",CAD,4.00%,2.99%,Aaa,3/1/2029,103.34,103.6,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q988,10/13/2023
"Canada, Government of...",CAD,3.00%,3.32%,Aaa,6/1/2034,96.65,96.93,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087r481,12/27/2023
"Canada, Government of...",CAD,3.50%,3.30%,Aaa,3/1/2034,100.7,101.04,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.50%,3.04%,Aaa,9/1/2029,101.4,101.66,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087r895,4/8/2024
"Canada, Government of...",CAD,3.25%,3.32%,Aaa,12/1/2034,98.35,98.65,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.75%,3.06%,Aaa,3/1/2030,-,-,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087s471,10/3/2024
"Canada, Government of...",CAD,5.75%,2.95%,Aaa,6/1/2029,110.79,110.99,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,5.75%,3.22%,Aaa,6/1/2033,116.66,117.58,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,1.50%,3.01%,Aaa,6/1/2026,97.95,98.04,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087e679,7/21/2015
"Canada, Government of...",CAD,2.25%,3.22%,Aaa,6/1/2025,99.58,99.66,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087d507,6/30/2014
"Canada, Government of...",CAD,3.75%,3.16%,Aaa,5/1/2025,100.14,100.21,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087q319,2/10/2023
"Canada, Government of...",CAD,1.00%,3.00%,Aaa,9/1/2026,96.8,96.88,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087l930,4/16/2021
"Canada, Government of...",CAD,0.25%,3.09%,Aaa,3/1/2026,96.85,96.93,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087l518,10/9/2020
"Canada, Government of...",CAD,4.00%,3.03%,Aaa,5/1/2026,101.07,101.31,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087r556,2/12/2024
"Canada, Government of...",CAD,1.25%,3.31%,Aaa,3/1/2025,99.7,99.77,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087k528,10/11/2019
"Canada, Government of...",CAD,3.25%,2.95%,Aaa,8/24/2027,100.07,100.86,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087p733,12/2/2022
"Canada, Government of...",CAD,3.00%,3.07%,Aaa,4/1/2026,99.87,99.95,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.50%,3.14%,Aaa,8/1/2025,100.14,100.22,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087q640,5/12/2023
"Canada, Government of...",CAD,1.25%,3.03%,Aaa,3/1/2027,96.33,96.42,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087m847,10/15/2021
"Canada, Government of...",CAD,3.00%,3.02%,Aaa,2/1/2027,99.75,99.98,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087s547,11/1/2024
"Canada, Government of...",CAD,1.00%,2.96%,Aaa,6/1/2027,95.03,96.06,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087f825,8/3/2016
"Canada, Government of...",CAD,4.50%,3.09%,Aaa,11/1/2025,101.03,101.13,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.50%,3.07%,Aaa,2/1/2026,101.4,101.48,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087r226,11/1/2023
"Canada, Government of...",CAD,1.50%,3.22%,Aaa,4/1/2025,99.59,99.67,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087n340,1/24/2022
"Canada, Government of...",CAD,2.75%,3.04%,Aaa,9/1/2027,99.21,99.3,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087n837,5/13/2022
"Canada, Government of...",CAD,8.00%,2.94%,Aaa,6/1/2027,111.19,111.55,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,0.50%,3.14%,Aaa,9/1/2025,98.33,98.41,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087k940,4/3/2020
"Canada, Government of...",CAD,3.00%,3.13%,Aaa,10/1/2025,99.86,99.94,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.25%,3.41%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087s398,8/2/2024
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,99.96,100.04,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087p659,11/2/2022
"Canada, Government of...",CAD,4.00%,3.02%,Aaa,8/3/2026,101.29,101.51,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087r978,5/6/2024
"Canada, Government of...",CAD,9.00%,2.97%,Aaa,6/1/2025,102.11,102.33,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,4.00%,3.08%,Aaa,3/1/2029,103.34,103.6,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087q988,10/13/2023
"Canada, Government of...",CAD,0.50%,3.19%,Aaa,12/1/2030,85.39,85.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087l443,10/5/2020
"Canada, Government of...",CAD,2.50%,3.32%,Aaa,12/1/2032,94.03,94.51,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087p329,8/8/2022
"Canada, Government of...",CAD,3.00%,3.41%,Aaa,6/1/2034,96.65,96.93,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087r481,12/27/2023
"Canada, Government of...",CAD,5.75%,3.04%,Aaa,6/1/2029,110.79,110.99,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,5.75%,3.35%,Aaa,6/1/2033,116.66,117.58,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,3.50%,3.13%,Aaa,9/1/2029,101.4,101.66,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087r895,4/8/2024
"Canada, Government of...",CAD,3.25%,3.41%,Aaa,12/1/2034,98.35,98.65,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.25%,3.00%,Aaa,6/1/2029,96.62,97.08,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087j397,7/27/2018
"Canada, Government of...",CAD,2.00%,3.04%,Aaa,6/1/2028,96.62,96.74,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087h235,8/1/2017
"Canada, Government of...",CAD,3.25%,3.02%,Aaa,9/1/2028,100.43,100.91,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087q491,4/21/2023
"Canada, Government of...",CAD,3.50%,3.39%,Aaa,3/1/2034,100.7,101.04,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.25%,3.38%,Aaa,12/1/2033,98.57,99.23,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087q723,6/26/2023
"Canada, Government of...",CAD,2.00%,3.30%,Aaa,6/1/2032,91.29,91.77,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087n597,3/16/2022
"Canada, Government of...",CAD,2.25%,3.09%,Aaa,12/1/2029,95.61,96.47,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087n670,3/29/2022
"Canada, Government of...",CAD,1.50%,3.23%,Aaa,6/1/2031,89.76,90.26,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087m276,4/26/2021
"Canada, Government of...",CAD,2.75%,3.19%,Aaa,3/1/2030,97.61,97.61,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087s471,10/3/2024
"Canada, Government of...",CAD,1.50%,3.27%,Aaa,12/1/2031,88.93,89.39,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087n266,10/25/2021
"Canada, Government of...",CAD,3.50%,2.98%,Aaa,3/1/2028,101.24,101.7,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-13,ca135087p576,10/21/2022
"Canada, Government of...",CAD,2.25%,3.22%,Aaa,6/1/2025,99.64,99.65,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.50%,3.10%,Aaa,6/1/2026,97.9,97.93,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087e679,7/21/2015
"Canada, Government of...",CAD,1.00%,3.02%,Aaa,6/1/2027,95.4,95.43,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087f825,8/3/2016
"Canada, Government of...",CAD,1.25%,3.43%,Aaa,3/1/2025,99.73,99.74,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087k528,10/11/2019
"Canada, Government of...",CAD,0.50%,3.17%,Aaa,9/1/2025,98.34,98.36,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087k940,4/3/2020
"Canada, Government of...",CAD,0.25%,3.08%,Aaa,3/1/2026,96.82,96.87,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,3.06%,Aaa,9/1/2026,96.75,96.77,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087l930,4/16/2021
"Canada, Government of...",CAD,1.25%,3.08%,Aaa,3/1/2027,96.25,96.28,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.50%,3.24%,Aaa,4/1/2025,99.61,99.63,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n340,1/24/2022
"Canada, Government of...",CAD,2.75%,3.10%,Aaa,9/1/2027,99.07,99.16,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,3.17%,Aaa,10/1/2025,99.86,99.88,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,100.02,100.04,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087p659,11/2/2022
"Canada, Government of...",CAD,3.25%,3.08%,Aaa,8/24/2027,100.28,100.56,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087p733,12/2/2022
"Canada, Government of...",CAD,3.00%,3.13%,Aaa,4/1/2026,99.82,99.84,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.75%,3.19%,Aaa,5/1/2025,100.16,100.17,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087q319,2/10/2023
"Canada, Government of...",CAD,3.50%,3.18%,Aaa,8/1/2025,100.12,100.2,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087q640,5/12/2023
"Canada, Government of...",CAD,4.50%,3.13%,Aaa,11/1/2025,101.02,101.05,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.50%,3.13%,Aaa,2/1/2026,101.36,101.4,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r226,11/1/2023
"Canada, Government of...",CAD,4.00%,3.13%,Aaa,5/1/2026,101.02,101.14,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r556,2/12/2024
"Canada, Government of...",CAD,4.00%,3.11%,Aaa,8/3/2026,101.24,101.35,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r978,5/6/2024
"Canada, Government of...",CAD,4.00%,3.13%,Aaa,5/1/2026,101.02,101.14,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r556,2/12/2024
"Canada, Government of...",CAD,1.25%,3.08%,Aaa,3/1/2027,96.25,96.28,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.50%,3.24%,Aaa,4/1/2025,99.61,99.63,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n340,1/24/2022
"Canada, Government of...",CAD,2.75%,3.10%,Aaa,9/1/2027,99.07,99.16,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,3.47%,Aaa,6/1/2034,96.1,96.24,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r481,12/27/2023
"Canada, Government of...",CAD,5.75%,3.12%,Aaa,6/1/2029,110.47,110.58,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,2.50%,3.39%,Aaa,12/1/2032,93.63,93.89,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087p329,8/8/2022
"Canada, Government of...",CAD,1.50%,3.31%,Aaa,6/1/2031,89.4,89.69,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087m276,4/26/2021
"Canada, Government of...",CAD,2.00%,3.37%,Aaa,6/1/2032,90.94,91.19,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n597,3/16/2022
"Canada, Government of...",CAD,3.50%,3.45%,Aaa,3/1/2034,100.23,100.35,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.50%,3.07%,Aaa,3/1/2028,101.1,101.32,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087p576,10/21/2022
"Canada, Government of...",CAD,3.25%,3.48%,Aaa,12/1/2034,97.94,98.09,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087s216,7/12/2024
"Canada, Government of...",CAD,0.50%,3.26%,Aaa,12/1/2030,85.13,85.37,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087l443,10/5/2020
"Canada, Government of...",CAD,2.00%,3.11%,Aaa,6/1/2028,96.4,96.46,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087h235,8/1/2017
"Canada, Government of...",CAD,4.00%,3.14%,Aaa,3/1/2029,103.07,103.2,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087q988,10/13/2023
"Canada, Government of...",CAD,3.50%,3.20%,Aaa,9/1/2029,101.08,101.21,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087r895,4/8/2024
"Canada, Government of...",CAD,1.50%,3.34%,Aaa,12/1/2031,88.55,88.82,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n266,10/25/2021
"Canada, Government of...",CAD,2.75%,3.26%,Aaa,3/1/2030,97.38,97.38,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087s471,10/3/2024
"Canada, Government of...",CAD,3.25%,3.11%,Aaa,9/1/2028,100.24,100.5,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087q491,4/21/2023
"Canada, Government of...",CAD,2.25%,3.08%,Aaa,6/1/2029,96.38,96.61,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087j397,7/27/2018
"Canada, Government of...",CAD,3.25%,3.44%,Aaa,12/1/2033,98.22,98.53,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087q723,6/26/2023
"Canada, Government of...",CAD,2.25%,3.20%,Aaa,12/1/2029,95.45,95.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087n670,3/29/2022
"Canada, Government of...",CAD,5.75%,3.44%,Aaa,6/1/2033,116.24,116.68,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-14,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,3.25%,3.06%,Aaa,8/24/2027,100.46,100.56,,2025-01-15,ca135087p733,12/2/2022
"Canada, Government of...",CAD,1.50%,3.11%,Aaa,6/1/2026,97.85,97.88,,2025-01-15,ca135087e679,7/21/2015
"Canada, Government of...",CAD,3.25%,3.22%,Aaa,11/1/2026,-,-,,2025-01-15,ca135087s398,8/2/2024
"Canada, Government of...",CAD,0.50%,3.18%,Aaa,9/1/2025,98.34,98.36,,2025-01-15,ca135087k940,4/3/2020
"Canada, Government of...",CAD,4.00%,3.19%,Aaa,8/3/2026,101.2,101.31,,2025-01-15,ca135087r978,5/6/2024
"Canada, Government of...",CAD,2.25%,3.23%,Aaa,6/1/2025,99.64,99.66,,2025-01-15,ca135087d507,6/30/2014
"Canada, Government of...",CAD,0.25%,3.20%,Aaa,3/1/2026,96.8,96.82,,2025-01-15,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,3.10%,Aaa,9/1/2026,96.7,96.72,,2025-01-15,ca135087l930,4/16/2021
